Word,Mean Rank,peS2o Rank,peS2o P(w),Gutenberg Rank,Gutenberg P(w),Wikipedia Rank,Wikipedia P(w)
Royal,4763.0,11802,5.347261034893961e-06,1992,4.748695366066384e-05,495,0.00019651182950547168
church,4763.666666666667,13322,4.411979087478411e-06,537,0.00017054185362779575,432,0.000220403560172592
Mr,4774.666666666667,12962,4.597183433501293e-06,101,0.0010381143237258828,1261,8.825630449021652e-05
James,4799.333333333333,13017,4.562200390363637e-06,929,9.637044344436132e-05,452,0.0002132863610645746
lay,4813.0,9852,6.962654497426868e-06,397,0.000235724775504802,4190,2.5791284956612513e-05
sequence,4819.0,451,0.00024405817153681883,11259,5.701131111784323e-06,2747,4.107061315979883e-05
ratio,4845.333333333333,361,0.0002972190212366199,10421,6.339700640633681e-06,3754,2.910198119523369e-05
via,4860.333333333333,408,0.00026272162505075795,13465,4.378942501729684e-06,708,0.00014217663769313207
friend,4972.666666666667,13295,4.4232971308464765e-06,351,0.0002678573925761275,1272,8.725885363097283e-05
son,4993.0,14316,3.953083874555051e-06,376,0.0002501831615563764,287,0.00029913913199775287
knew,4994.0,11213,5.766028639512364e-06,242,0.0003943067605616866,3527,3.104045280268309e-05
wife,5019.0,14215,3.995269308926929e-06,358,0.000262173903247084,484,0.00020052381581368205
election,5075.666666666667,11637,5.4604414685746106e-06,3260,2.7017760203837494e-05,330,0.000276892825533864
song,5089.333333333333,13618,4.267931262793948e-06,1438,6.437265999826895e-05,212,0.00037759644499951955
Table,5093.666666666667,110,0.0007392235978026941,7851,9.113870976621565e-06,7320,1.248895650565325e-05
House,5119.666666666667,14195,4.005558439261533e-06,831,0.00010738931192515263,333,0.00027551087157320296
announced,5130.0,12754,4.716537345382705e-06,2354,3.995233727117687e-05,282,0.00030537718889311655
potential,5154.666666666667,189,0.0004977644605883963,13871,4.206305056337751e-06,1404,7.844369194048167e-05
girl,5170.0,12817,4.68361212831197e-06,364,0.00025803722022620535,2329,4.864158819519749e-05
levels,5170.333333333333,144,0.0006004859932839204,14090,4.114945824287276e-06,1277,8.708489321970403e-05
experimental,5189.333333333333,434,0.0002488549640988115,11232,5.712472257831968e-06,3902,2.7860518752398196e-05
doubt,5344.666666666667,8830,8.15207796410715e-06,481,0.00019511654195386967,6723,1.4163957870532237e-05
evening,5361.0,12469,4.898654952305205e-06,492,0.00019002531247398093,3122,3.568873725949411e-05
founded,5371.333333333333,13329,4.40889234837803e-06,2365,3.980301218154954e-05,420,0.00022433965771078579
District,5393.666666666667,8614,8.486474699981795e-06,7264,1.0088264441215084e-05,303,0.0002894218668770132
frequency,5435.0,402,0.000269146158031685,12531,4.8732274503062215e-06,3372,3.2735301999720266e-05
density,5443.333333333333,317,0.00033544828499484296,13977,4.158105185635259e-06,2036,5.5882544374318875e-05
sample,5511.666666666667,226,0.0004380185674744483,11701,5.385469213458198e-06,4608,2.2860421741253856e-05
George,5579.0,15571,3.459205618494034e-06,699,0.0001265394670902709,467,0.0002064411940090782
President,5632.0,15058,3.6464677905838365e-06,1372,6.701231174085838e-05,466,0.00020822710973013528
Furthermore,5666.333333333333,467,0.0002387675007187652,12492,4.895279678732199e-06,4040,2.6877078127619104e-05
significantly,5771.333333333333,187,0.0005002287073035341,14345,4.000589268306853e-06,2782,4.051176047393307e-05
boy,5777.333333333333,13953,4.110507568674499e-06,406,0.0002319450235525896,2973,3.790274347808067e-05
teams,5828.333333333333,5007,1.8699465470110225e-05,12101,5.129033300047553e-06,377,0.00024270902095977582
gone,5871.333333333333,13475,4.334810609968878e-06,374,0.00025098649273475125,3765,2.9025703252037527e-05
Why,5881.333333333333,9438,7.425665362484071e-06,386,0.00024381132766860772,7820,1.1413281837315536e-05
Church,5894.0,16607,3.1237799695859276e-06,669,0.00013296926683561644,406,0.0002291887555282561
win,5904.0,14879,3.708202572591463e-06,2423,3.869630534640016e-05,410,0.00022667275092232148
infection,5904.333333333333,495,0.0002252938845456006,11699,5.3870443726314816e-06,5519,1.8349515416831844e-05
answered,5915.666666666667,7133,1.1256308586057327e-05,436,0.00021470742665567283,10178,8.005681476980866e-06
herself,6007.666666666667,15383,3.5302006178028052e-06,354,0.0002653818724193943,2286,4.9756569354672e-05
THE,6096.333333333333,3769,2.7055268214842545e-05,202,0.00047511337124666274,14318,4.924208241127748e-06
William,6303.0,17818,2.7862964946108997e-06,691,0.00012848604879661535,400,0.0002313459424626251
Division,6371.333333333333,13321,4.411979087478411e-06,5358,1.4809646547216722e-05,435,0.00021885309422517614
Street,6402.666666666667,17414,2.894332363124247e-06,1368,6.737774866906027e-05,426,0.00022227976407130983
OF,6487.0,2742,4.097131699239513e-05,346,0.0002723157231001907,16373,4.033390833086855e-06
club,6502.333333333333,15773,3.388210619185263e-06,3490,2.515812728385833e-05,244,0.00033823508044440205
Figure,6513.333333333333,63,0.001189205337117187,9546,7.0992423939912535e-06,9931,8.261368255959839e-06
g,6664.333333333333,227,0.00043617681314455417,10145,6.570618975437123e-06,9621,8.616294195729735e-06
impact,6702.666666666667,396,0.0002713079043149854,17940,2.846942689793608e-06,1772,6.398785418527024e-05
elected,6728.666666666667,16364,3.192717142827778e-06,3407,2.580488764040877e-05,415,0.00022454358445688166
mice,6745.666666666667,350,0.0003075266720058267,10457,6.309457584506626e-06,9430,8.846295544856938e-06
r,6938.666666666667,214,0.00045692072881215026,11863,5.297890363423604e-06,8739,9.821952706044583e-06
beautiful,7110.0,16972,3.0126573619721988e-06,458,0.00020441218629908822,3900,2.7878031545478946e-05
samples,7210.666666666667,208,0.0004680782617469954,16250,3.3087793594004943e-06,5174,1.9818254996537536e-05
director,7272.333333333333,13696,4.232948219656293e-06,7624,9.467336695106507e-06,497,0.00019618998328596541
detection,7332.666666666667,492,0.00022591740584387764,14113,4.1017144872316895e-06,7393,1.2292813223148832e-05
hear,7360.333333333333,16202,3.246220620567721e-06,396,0.00023637153586135245,5483,1.8491952800555288e-05
appointed,7379.666666666667,20289,2.2759556300145165e-06,1431,6.456860979942548e-05,419,0.00022437818585556345
sat,7494.0,16602,3.124808882619388e-06,459,0.0002043116911438327,5421,1.872312166922121e-05
stood,7549.0,19520,2.4086854113309146e-06,315,0.0002972004027515669,2812,4.00120621113623e-05
Party,7641.0,16413,3.179341273392792e-06,6112,1.2610094277642862e-05,398,0.00023430365862737426
Yes,7715.666666666667,12055,5.16308560190454e-06,333,0.0002792961984925163,10759,7.402463048643871e-06
Well,7730.666666666667,15129,3.620744964747325e-06,312,0.00029913910866204493,7751,1.1556497567398125e-05
Army,7832.333333333333,20200,2.2903604124829626e-06,2889,3.135133812137659e-05,408,0.00022722304179823664
cancer,7844.0,269,0.000383069466922493,21245,2.186005900683617e-06,2018,5.625615062670824e-05
won,7877.333333333333,21804,2.0382767192851523e-06,1709,5.482499018532496e-05,119,0.0005743697988816638
soul,8099.666666666667,19032,2.5136345407438803e-06,487,0.0001931831915845808,4780,2.1830280334926096e-05
u,8119.333333333333,377,0.0002858711393905846,10837,6.02655899698481e-06,13144,5.576073316911276e-06
linear,8301.333333333334,468,0.00023820365637642889,19961,2.408103344116669e-06,4475,2.383724642198022e-05
equation,8314.0,432,0.0002507111232111741,19737,2.457563342157789e-06,4773,2.1862581708830595e-05
miles,8317.666666666666,22800,1.9055469379687542e-06,490,0.00019090771664285466,1663,6.778034682020186e-05
multiple,8319.333333333334,392,0.0002744954768926459,23494,1.8593178881445032e-06,1072,0.00010032028388377687
king,8462.0,23571,1.8119158519238533e-06,441,0.00021170107785754285,1374,8.004980965257637e-05
Sir,8545.0,24241,1.7326895483473984e-06,339,0.0002778262599520077,1055,0.0001017041837103358
myself,8750.0,15655,3.4293671405236815e-06,330,0.00028047788290431406,10265,7.90955570162652e-06
h,8850.333333333334,190,0.0004956510732176685,11161,5.762562319542401e-06,15200,4.521024827090892e-06
Lord,8946.333333333334,25304,1.6174512885998282e-06,278,0.00032660200884825254,1257,8.836332711459888e-05
Oh,9637.666666666666,19777,2.363413237858655e-06,289,0.00031721752552566076,8847,9.646824775237067e-06
k,9728.333333333334,131,0.0006488006625961228,16887,3.121650449614348e-06,12167,6.245062012595983e-06
football,9794.333333333334,18695,2.5866873661195725e-06,10393,6.364903187406226e-06,295,0.00029391448206199535
Fig,10053.0,80,0.0009885004162452243,1466,6.349781659342698e-05,28613,1.7621761571031727e-06
League,10430.0,24277,1.7285738962135567e-06,6820,1.0964998037064992e-05,193,0.0004077834410194007
components,10862.0,491,0.00022612318845056974,29013,1.3152579096921892e-06,3082,3.611760610338274e-05
clinical,11477.666666666666,255,0.0004098448707922343,29982,1.2465809697370042e-06,4196,2.574925425321871e-05
q,11726.333333333334,360,0.0002983137847042219,19420,2.522144868262435e-06,15399,4.4385201130215735e-06
min,12203.333333333334,378,0.00028567461700119366,11807,5.329078515054628e-06,24425,2.238134955720041e-06
matrix,12415.0,372,0.00028675086003419333,31513,1.1508112920013334e-06,5360,1.8973749196865742e-05
z,12469.0,379,0.00028471567005400854,21933,2.0770048858923602e-06,15095,4.5665580891008456e-06
protein,12545.333333333334,200,0.0004837311157250292,34917,9.614771593725895e-07,2519,4.521803173450036e-05
participants,12678.0,344,0.00031094780784208273,34212,9.96130661184839e-07,3478,3.1591132851777833e-05
Ill,12678.333333333334,28366,1.3540495520339527e-06,404,0.00023263872365250388,9265,9.064232525417401e-06
Mrs,12740.0,34834,9.795252078543487e-07,211,0.00044785366659380886,3175,3.511315012690675e-05
j,13212.0,276,0.00037321042223587497,21868,2.0861408090974075e-06,17492,3.652001117106045e-06
tumor,13481.333333333334,497,0.0002241075478180207,30471,1.2157078499406367e-06,9476,8.782081970227516e-06
replied,13578.333333333334,32325,1.1019658588361425e-06,419,0.00022309861460359165,7991,1.1064582668418794e-05
correlation,13657.333333333334,462,0.00023946098810331755,28939,1.3199833872120414e-06,11571,6.687551917769637e-06
findings,13869.333333333334,406,0.0002665388924048962,35652,9.274537212296539e-07,5550,1.8216807362597705e-05
interaction,14431.0,395,0.0002731002708192735,37851,8.351493936752081e-07,5047,2.037321595060757e-05
television,15031.333333333334,10923,5.998562985074426e-06,33748,1.0219632716266974e-06,423,0.0002239201290232069
Cup,17002.666666666668,29707,1.2614473790225122e-06,20976,2.232945644047482e-06,325,0.0002788639876883975
Miss,18723.666666666668,53448,4.918204299940953e-07,334,0.00027928454231463404,2389,4.753322297977571e-05
α,19640.333333333332,297,0.0003538040935117774,37594,8.452304123842261e-07,21030,2.7915392170717883e-06
2021,21048.0,1486,8.432250983118429e-05,61339,3.5945132334342224e-07,319,0.00028044792252925657
variables,21467.666666666668,366,0.0002915044382487806,57825,3.982002390062101e-07,6212,1.57257098401557e-05
2012,21899.666666666668,969,0.0001251405187815938,64498,3.2826317171239787e-07,232,0.00034902335015532456
video,22112.0,2341,4.9880674949129176e-05,63514,3.370840630827886e-07,481,0.00020156835662765398
2022,22492.666666666668,4466,2.1642156745807113e-05,62622,3.455899226185225e-07,390,0.00024014047797459893
2003,22591.666666666668,1880,6.431323806947892e-05,65395,3.207024076806344e-07,500,0.00019504776000392083
album,22714.333333333332,43248,6.945162975858041e-07,24774,1.7087326711785472e-06,121,0.0005670315494076493
proteins,23376.666666666668,371,0.0002871356735087075,65707,3.178671211687231e-07,4052,2.6787568296317485e-05
Illustration,23942.666666666668,24028,1.7573834611504493e-06,428,0.0002168367268261182,47372,8.0753434761243e-07
debut,25714.0,47659,5.936828203066799e-07,29052,1.312422623180278e-06,431,0.00022115038350419117
2004,27401.666666666668,1775,6.866348237494969e-05,80018,2.2367260260633637e-07,412,0.00022487905173767294
2010,28328.666666666668,1012,0.00011999183796215774,83761,2.0603081986555492e-07,213,0.00037734815251095244
2020,29383.0,716,0.00016437194383440735,87162,1.9216941914065518e-07,271,0.0003194107737484921
2006,29646.333333333332,1517,8.235214137210753e-05,87136,1.9216941914065518e-07,286,0.00030302074529080654
2005,30491.333333333332,1635,7.601506599902461e-05,89459,1.8366355960492127e-07,380,0.00024144809985796173
2013,30564.0,928,0.00013034270307876985,90519,1.7956814575438272e-07,245,0.00033743027030904663
2011,31270.0,1052,0.00011600994452266579,92536,1.7263744539193285e-07,222,0.00036229999317643206
2015,32282.0,837,0.0001436537509926477,95766,1.625564266829149e-07,243,0.00033852151190456723
dear,32675.0,74757,2.8809564936892614e-07,389,0.00024194066863441558,22879,2.463855399871949e-06
2014,33054.666666666664,905,0.00013299626979206437,98023,1.5594075815512183e-07,236,0.0003445836625227643
gene,35071.333333333336,295,0.0003576388523874845,101783,1.4617477128076068e-07,3136,3.552723038997163e-05
2007,35333.666666666664,1414,8.835173327021542e-05,104303,1.3987413458762443e-07,284,0.0003039162327770023
2016,35683.0,852,0.0001407059151517835,105960,1.360937525717427e-07,237,0.00034348113490503606
2017,35933.0,830,0.00014441926228954229,106706,1.3420356156380183e-07,263,0.00032474088961591366
2019,36672.333333333336,860,0.0001398529462470448,108898,1.2947808404394966e-07,259,0.000325507560779671
2018,38500.0,841,0.0001428470831744147,114404,1.1876700166561805e-07,255,0.0003289536892847833
thy,38968.666666666664,87512,2.263608673612991e-07,431,0.00021606300864020108,28963,1.7314314759169644e-06
cried,39660.666666666664,88197,2.2327412826091773e-07,407,0.00023192108113315567,30378,1.6166253879431492e-06
2008,39888.333333333336,1325,9.418464125690271e-05,118080,1.124663649724818e-07,260,0.00032550327987469573
thou,40860.0,91159,2.1195608489285278e-07,390,0.00024157113629236313,31031,1.569535433214906e-06
genes,41341.333333333336,300,0.00034804835400259964,118342,1.1183630130316818e-07,5382,1.8893579521873855e-05
2009,44015.666666666664,1194,0.00010214637030981968,130589,9.450955039704353e-08,264,0.00032429801053756045
parameters,44703.0,233,0.0004300784455952341,126745,9.955005975155253e-08,7131,1.2947402511189365e-05
λ,47599.666666666664,437,0.00024763261541506045,105105,1.3798394357968357e-07,37257,1.1788055609243616e-06
DNA,49720.0,412,0.0002601462557280064,145710,7.844292682954613e-08,3038,3.68504192005173e-05
sir,55374.333333333336,116162,1.471345637848444e-07,493,0.00018879952360533129,49468,7.561634879088924e-07
algorithm,73239.66666666667,388,0.00027770362773097557,213391,4.189923400935597e-08,5940,1.6692805191392753e-05
µ,92365.66666666667,494,0.00022556551758643416,79771,2.249327299449636e-07,196832,8.561809950589619e-08
CHAPTER,99115.66666666667,96237,1.954934763574856e-07,473,0.00019754197204889247,200637,8.328306042846267e-08
amp,113960.33333333333,65617,3.529171704769345e-07,276029,2.772280144979944e-08,235,0.0003450853067512329
